,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Forest_Cover,Soil_Type,Wilderness_Area
21810,2968.239846,85.0,2255.0,56.0,56.0,56.0,446.0,Lodgepole Pine,13,Comanche Peak
21811,2912.0,201.0,366.0,196.5,223.0,170.0,2861.496788722996,Lodgepole Pine,31,Comanche Peak
21812,3270.0,300.0,6180.0,227.0,233.0,140.0,437.0,Spruce/Fir,22,Rawah
21813,-730.0,124.0,1952.0,0.0,0.0,0.0,2073.0,Lodgepole Pine,13,Comanche Peak
21814,3264.0,404.0,3510.0,237.0,0.0,105.0,2724.968201754386,Spruce/Fir,32,Comanche Peak
21815,2582.0,162.0,900.0,239.0,181.0,123.0,2861.496788722996,Lodgepole Pine,29,Rawah
21816,2936.0,295.0,3555.0,223.0,217.0,127.0,2336.0,Lodgepole Pine,30,Rawah
21817,3185.0,404.0,607.0,234.0,228.0,0.0,2724.968201754386,Spruce/Fir,31,Comanche Peak
21818,3059.0,30.0,1295.0,230.0,225.0,127.0,1654.0,Spruce/Fir,32,Comanche Peak
21819,2968.239846,721.0,1237.0,166.0,213.0,184.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
21820,3253.0,210.0,454.0,202.5,215.0,190.0,2546.0,Spruce/Fir,22,Neota
21821,2488.0,85.0,1216.0,177.0,193.0,161.0,1708.0,Douglas-fir,10,Comanche Peak
21822,3022.0,201.0,2160.0,211.0,211.0,211.0,2706.0,Spruce/Fir,23,Comanche Peak
21823,2302.0,0.0,404.0,219.0,222.0,139.0,850.075,Cottonwood/Willow,4,Cache la Poudre
21824,3135.0,0.0,1964.0,195.0,251.0,192.0,516.0,Spruce/Fir,31,Comanche Peak
21825,6704.0,300.0,5646.0,222.0,244.0,233.0,2724.968201754386,Spruce/Fir,12,Rawah
21826,3068.0,511.0,2285.0,194.0,222.0,166.0,2521.0,Spruce/Fir,32,Comanche Peak
21827,2997.0,426.0,564.0,237.0,240.0,127.0,2059.0,Lodgepole Pine,22,Comanche Peak
21828,2820.0,85.0,2925.0,215.0,215.0,136.0,2861.496788722996,Lodgepole Pine,29,Rawah
21829,2895.0,108.0,20985.0,192.0,179.0,166.0,2635.0,Lodgepole Pine,29,Rawah
21830,3112.0,405.8667892607576,2100.0,195.0,204.0,199.5,2861.496788722996,Lodgepole Pine,32,Comanche Peak
21831,2051.0,2652.0,272.0,136.5,203.0,70.0,459.0,Ponderosa Pine,1,Cache la Poudre
21832,2492.0,30.0,3414.4758082333014,166.5,219.0,114.0,446.0,Lodgepole Pine,10,Cache la Poudre
21833,2998.0,636.0,20985.0,227.0,187.5,148.0,6103.0,Lodgepole Pine,12,Rawah
21834,2865.0,120.0,1302.0,220.0,247.0,233.5,2861.496788722996,Lodgepole Pine,4,Comanche Peak
21835,2988.0,268.0,4715.0,218.0,238.0,228.0,5076.0,Lodgepole Pine,29,Rawah
21836,3250.0,524.0,470.0,86.5,0.0,200.0,2376.0,Lodgepole Pine,33,Comanche Peak
21837,2997.47191,509.0,837.0,239.0,0.0,0.0,1770.0,Spruce/Fir,35,Rawah
21838,6704.0,342.0,3414.4758082333014,227.0,247.0,147.0,703.0,Lodgepole Pine,29,Rawah
21839,2397.0,170.0,216.0,191.0,191.0,191.0,17774.0,Ponderosa Pine,10,Cache la Poudre
21840,2997.47191,865.0,5972.0,220.0,241.0,156.0,3437.0,Lodgepole Pine,30,Rawah
21841,2731.0,127.0,2190.0,0.0,240.0,0.0,1442.0,Lodgepole Pine,12,Rawah
21842,3369.0,390.0,1824.0,230.0,230.0,134.0,2724.968201754386,Spruce/Fir,38,Neota
21843,2559.0,405.8667892607576,618.0,255.0,255.0,162.0,17774.0,Lodgepole Pine,3,Comanche Peak
21844,3180.0,400.0,488.0,229.0,235.0,140.0,2724.968201754386,Spruce/Fir,22,Rawah
21845,2125.0,190.0,571.0,202.0,165.0,82.0,540.0,Ponderosa Pine,10,Cache la Poudre
21846,2982.0,430.0,3520.0,210.0,228.0,156.0,5577.0,Spruce/Fir,29,Rawah
21847,2968.239846,201.0,2167.0,218.0,211.0,214.5,1764.0,Spruce/Fir,33,Comanche Peak
21848,2997.47191,30.0,4090.0,216.0,252.0,180.0,3511.0,Spruce/Fir,30,Rawah
21849,3107.0,0.0,1890.0,210.0,227.0,155.0,1831.0,Lodgepole Pine,23,Comanche Peak
21850,2963.0,430.0,2148.0,226.0,220.0,128.0,2938.0,Spruce/Fir,32,Comanche Peak
21851,2982.0,342.0,1006.0,221.0,231.0,226.0,2139.0,Lodgepole Pine,29,Rawah
21852,3310.0,722.0,1245.0,255.0,223.0,255.0,2227.0,Lodgepole Pine,33,Comanche Peak
21853,2354.0,342.0,1357.0,143.0,213.0,178.0,466.0,Ponderosa Pine,10,Cache la Poudre
21854,2997.47191,216.0,2708.0,230.0,235.0,138.0,426.0,Spruce/Fir,29,Rawah
21855,2863.0,201.0,3803.0,231.0,171.5,112.0,6480.0,Lodgepole Pine,12,Rawah
21856,2968.239846,90.0,2220.0,166.0,210.0,122.0,983.0,Lodgepole Pine,32,Comanche Peak
21857,2638.0,330.0,1124.0,222.0,224.0,223.0,2861.496788722996,Lodgepole Pine,12,Rawah
21858,2969.0,330.0,484.0,241.0,192.0,71.0,1543.0,Lodgepole Pine,29,Rawah
21859,3271.0,170.0,6154.0,227.0,232.0,229.5,258.0,Spruce/Fir,30,Rawah
21860,2997.47191,240.0,878.0,181.0,229.0,133.0,1863.0,Spruce/Fir,30,Rawah
21861,2692.0,0.0,1995.0,198.0,194.0,196.0,918.0,Spruce/Fir,23,Comanche Peak
21862,2736.0,451.0,531.0,226.0,221.0,255.0,2758.0,Lodgepole Pine,29,Rawah
21863,2707.0,30.0,2001.0,142.0,217.0,212.0,30.0,Lodgepole Pine,31,Comanche Peak
21864,2718.0,134.0,2481.3565022421526,142.0,203.0,81.0,1896.0,Aspen,30,Rawah
21865,3256.0,335.0,4518.0,198.0,238.0,180.0,1423.0,Krummholz,38,Rawah
21866,2976.0,930.0,2766.0,220.0,220.0,135.0,2861.496788722996,Lodgepole Pine,4,Comanche Peak
21867,3388.0,551.0,1650.0,132.0,132.0,132.0,3052.0965842167257,Krummholz,32,Comanche Peak
21868,2968.239846,134.0,3000.0,208.0,208.0,208.0,706.0,Lodgepole Pine,10,Comanche Peak
21869,3226.0,433.0,4981.0,225.0,203.0,108.0,2894.0,Lodgepole Pine,29,Rawah
21870,2997.47191,405.8667892607576,3414.4758082333014,221.0,221.0,221.0,4338.0,Lodgepole Pine,18,Rawah
21871,3030.0,268.0,2362.0,227.0,245.0,236.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
21872,2649.0,351.0,1120.0,241.0,215.0,228.0,430.0,Lodgepole Pine,12,Rawah
21873,2913.0,30.0,4606.0,223.0,218.0,129.0,6212.0,Lodgepole Pine,29,Rawah
21874,2968.239846,190.0,698.0,144.0,212.0,178.0,573.0,Douglas-fir,10,Comanche Peak
21875,2731.0,371.0,721.0,161.0,220.0,102.0,360.0,Douglas-fir,33,Comanche Peak
21876,2684.0,85.0,3414.4758082333014,197.0,206.0,144.0,1866.0,Lodgepole Pine,11,Comanche Peak
21877,2726.0,108.0,2412.0,234.0,220.0,227.0,4284.0,Lodgepole Pine,12,Rawah
21878,3160.0,30.0,1477.0,192.0,222.0,162.0,2724.968201754386,Spruce/Fir,30,Rawah
21879,3023.0,2652.0,1231.0,222.0,215.0,127.0,2724.968201754386,Spruce/Fir,31,Comanche Peak
21880,2432.0,0.0,242.0,213.0,225.0,219.0,153.0,Lodgepole Pine,10,Cache la Poudre
21881,2334.0,268.0,576.0,217.0,214.0,220.0,14188.0,Ponderosa Pine,10,Cache la Poudre
21882,3246.0,60.0,1542.0,181.0,218.0,199.5,607.0,Spruce/Fir,23,Rawah
21883,2968.239846,405.8667892607576,1652.0,210.5,240.0,181.0,2184.0,Lodgepole Pine,31,Comanche Peak
21884,2997.47191,108.0,3036.0,0.0,0.0,0.0,1513.0,Spruce/Fir,29,Rawah
21885,3196.0,324.0,1999.0,215.5,249.0,182.0,1936.0,Spruce/Fir,23,Comanche Peak
21887,2413.0,60.0,666.0,246.0,163.0,16.0,1144.0,Ponderosa Pine,4,Comanche Peak
21888,3407.0,228.0,2397.0,211.0,0.0,168.0,2724.968201754386,Spruce/Fir,32,Neota
21889,2128.0,124.0,20985.0,153.0,209.0,181.0,1896.7532467532467,Douglas-fir,10,Cache la Poudre
21890,2913.0,342.0,5552.0,195.0,240.0,150.0,2861.496788722996,Lodgepole Pine,29,Rawah
21891,2997.47191,201.0,1572.0,227.0,223.0,130.0,1690.0,Spruce/Fir,29,Rawah
21892,2997.47191,405.8667892607576,2007.0,236.0,225.0,230.5,2379.0,Lodgepole Pine,29,Rawah
21893,2985.0,30.0,309.0,255.0,225.0,179.0,2724.968201754386,Spruce/Fir,23,Neota
21894,3054.0,537.0,690.0,238.0,163.0,31.0,1712.0,Spruce/Fir,29,Rawah
21895,2944.0,42.0,2698.0,135.5,177.0,94.0,2045.0,Spruce/Fir,33,Comanche Peak
21896,3365.0,162.0,1356.0,152.0,209.0,193.0,1652.0,Spruce/Fir,39,Neota
21897,3292.0,95.0,2190.0,250.0,173.0,0.0,726.0,Krummholz,39,Comanche Peak
21898,2778.0,30.0,1198.0,235.0,240.0,134.0,1063.0,Ponderosa Pine,2,Comanche Peak
21899,2955.0,228.0,3740.0,195.0,223.0,167.0,2372.0,Lodgepole Pine,29,Rawah
21900,3003.0,663.0,1224.0,249.0,186.0,48.0,849.0,Lodgepole Pine,29,Rawah
21901,2968.239846,277.0,1650.0,193.0,231.0,178.0,1323.0,Lodgepole Pine,31,Comanche Peak
21902,3252.0,134.0,5658.0,203.0,235.0,219.0,700.0,Spruce/Fir,30,Rawah
21903,3315.0,499.0,1630.0,251.0,203.0,67.0,1622.0,Krummholz,39,Rawah
21904,2942.0,405.8667892607576,3414.4758082333014,233.0,241.0,137.0,5725.0,Lodgepole Pine,29,Rawah
21905,3162.0,365.0,25383.0,235.0,203.0,219.0,2724.968201754386,Spruce/Fir,29,Rawah
21906,3426.0,582.0,2773.0,214.5,252.0,177.0,1448.0,Spruce/Fir,32,Comanche Peak
21907,2705.0,534.0,711.0,156.0,210.0,102.0,2649.0,Lodgepole Pine,29,Rawah
21908,3219.634183,331.0,426.0,0.0,234.0,190.0,2724.968201754386,Spruce/Fir,23,Neota
21909,2836.0,618.0,1074.0,160.0,246.0,203.0,1702.0,Lodgepole Pine,13,Comanche Peak
21910,2997.47191,405.8667892607576,6926.0,218.0,176.0,134.0,2751.0,Lodgepole Pine,20,Rawah
21911,3259.0,309.0,218.0,190.0,228.0,152.0,853.0,Spruce/Fir,24,Comanche Peak
21912,2853.0,228.0,2471.0,221.0,225.0,140.0,3122.0,Lodgepole Pine,12,Rawah
21913,2968.239846,192.0,3414.4758082333014,229.0,252.0,206.0,1584.0,Lodgepole Pine,31,Comanche Peak
21914,2968.239846,540.0,510.0,239.0,226.0,117.0,14188.0,Lodgepole Pine,11,Comanche Peak
21915,2317.79373,30.0,782.0,155.5,221.0,90.0,1148.0,Ponderosa Pine,5,Cache la Poudre
21916,3262.0,408.0,847.0,196.0,244.0,187.0,3196.0,Lodgepole Pine,32,Neota
21918,2687.0,90.0,1718.0,255.0,232.0,138.0,5646.0,Lodgepole Pine,29,Rawah
21919,2985.0,604.0,3414.4758082333014,217.0,221.0,140.0,2861.496788722996,Lodgepole Pine,29,Rawah
21920,2973.0,153.0,725.0,235.0,233.0,234.0,1931.0,Lodgepole Pine,29,Rawah
21921,2997.47191,120.0,2423.0,0.0,213.0,0.0,1790.0,Spruce/Fir,29,Rawah
21922,2657.0,228.0,424.0,0.0,227.0,47.5,270.0,Ponderosa Pine,4,Comanche Peak
21923,2968.239846,467.0,2486.0,242.0,213.0,227.5,2148.0,Lodgepole Pine,10,Comanche Peak
21924,2627.0,0.0,1150.0,197.0,197.0,197.0,6299.0,Lodgepole Pine,29,Rawah
21925,3231.0,402.0,2828.0,226.5,251.0,202.0,794.0,Lodgepole Pine,32,Comanche Peak
21926,3032.0,335.0,4482.0,180.5,220.0,141.0,677.0,Lodgepole Pine,29,Rawah
21927,2740.0,391.0,492.0,228.0,226.0,132.0,2861.496788722996,Lodgepole Pine,29,Rawah
21928,2997.47191,406.43383276945383,6075.0,234.0,184.5,135.0,240.0,Spruce/Fir,22,Rawah
21929,3423.0,297.0,2736.0,163.0,173.0,153.0,2411.0,Spruce/Fir,40,Rawah
21930,2991.0,405.8667892607576,5163.0,225.0,225.0,225.0,6148.0,Lodgepole Pine,12,Rawah
21931,3010.0,150.0,854.0,221.0,225.0,223.0,2861.496788722996,Lodgepole Pine,31,Comanche Peak
21932,3289.0,242.0,1610.0,228.0,238.0,144.0,2861.496788722996,Lodgepole Pine,38,Neota
21933,2287.0,242.0,25383.0,142.0,196.0,188.0,1012.0,Douglas-fir,10,Cache la Poudre
21934,2363.0,108.0,541.0,240.0,255.0,110.0,743.0,Ponderosa Pine,2,Cache la Poudre
21935,6704.0,30.0,2821.0,217.0,224.0,143.0,2197.0,Krummholz,38,Rawah
21936,2166.0,30.0,2021.5858057009889,114.0,185.0,200.0,1792.7121820615796,Ponderosa Pine,17,Cache la Poudre
21937,3090.0,3144.0,860.0,248.0,212.0,85.0,2861.496788722996,Lodgepole Pine,29,Rawah
21938,2762.0,270.0,830.0,170.0,226.0,114.0,518.0,Lodgepole Pine,11,Comanche Peak
21939,3107.0,679.0,866.0,206.0,234.0,167.0,1032.0,Lodgepole Pine,23,Neota
21940,3162.0,60.0,4076.0,199.0,215.0,207.0,1991.0,Spruce/Fir,22,Comanche Peak
21941,3333.0,469.0,2630.0,216.0,251.0,233.5,858.0,Spruce/Fir,33,Comanche Peak
21942,2622.0,300.0,424.0,197.0,226.0,168.0,2861.496788722996,Lodgepole Pine,12,Rawah
21943,2874.0,362.0,2946.0,173.0,207.0,171.0,2861.496788722996,Lodgepole Pine,40,Rawah
21944,3095.0,108.0,4065.0,229.0,183.0,137.0,1312.0,Spruce/Fir,29,Rawah
21945,2513.0,0.0,450.0,210.0,218.0,144.0,3180.0,Lodgepole Pine,23,Rawah
21946,3243.0,406.43383276945383,4715.0,245.0,245.0,245.0,2698.0,Spruce/Fir,31,Comanche Peak
21947,2379.0,212.0,25383.0,164.0,225.0,199.0,1383.0,Douglas-fir,10,Cache la Poudre
21948,3195.0,240.0,4103.0,219.0,228.0,223.5,3153.0,Spruce/Fir,30,Rawah
21949,2417.0,376.0,2021.5858057009889,192.5,200.0,185.0,785.0,Ponderosa Pine,10,Cache la Poudre
21950,-730.0,127.0,1120.0,122.0,223.0,234.0,900.0,Lodgepole Pine,31,Comanche Peak
21951,3116.0,150.0,2403.0,233.0,241.0,129.0,3330.0,Lodgepole Pine,38,Comanche Peak
21952,3313.0,390.0,3617.5606469002696,168.0,238.0,209.0,1699.0,Spruce/Fir,22,Comanche Peak
21953,3241.0,190.0,3191.0,204.0,178.0,152.0,2215.0,Spruce/Fir,29,Rawah
21954,2783.0,190.0,20985.0,203.0,232.0,174.0,2861.496788722996,Lodgepole Pine,12,Rawah
21955,3149.0,240.0,3393.0,0.0,226.0,135.0,2724.968201754386,Spruce/Fir,29,Rawah
21956,2609.0,285.0,362.0,233.0,235.0,135.0,2861.496788722996,Lodgepole Pine,12,Rawah
21957,2810.0,2652.0,2493.0,226.5,244.0,209.0,1639.0,Spruce/Fir,33,Comanche Peak
21958,2371.0,0.0,808.0,246.0,189.0,58.0,470.0,Ponderosa Pine,10,Cache la Poudre
21959,2635.0,3144.0,2021.5858057009889,249.0,190.0,53.0,1224.0,Ponderosa Pine,3,Comanche Peak
21960,2936.0,390.0,390.0,241.0,212.0,97.0,732.0,Lodgepole Pine,29,Rawah
21961,2997.47191,120.0,3525.0,161.0,199.0,123.0,3416.0,Krummholz,30,Rawah
21962,2911.0,124.0,1253.0,195.0,223.0,167.0,2442.0,Lodgepole Pine,32,Comanche Peak
21963,2823.0,405.8667892607576,1950.0,205.0,254.0,229.5,2163.0,Lodgepole Pine,26,Comanche Peak
21964,3254.0,42.0,2422.0,215.0,184.5,154.0,3714.0,Spruce/Fir,22,Neota
21965,3245.0,175.0,1366.0,193.0,219.0,167.0,2804.0,Spruce/Fir,30,Rawah
21966,3298.0,570.0,3414.4758082333014,208.0,205.0,130.0,2160.0,Lodgepole Pine,33,Comanche Peak
21967,2968.239846,150.0,1983.0,232.0,237.0,234.5,624.0,Douglas-fir,10,Comanche Peak
21968,2788.0,242.0,993.0,167.0,239.0,203.0,2169.481012658228,Aspen,33,Comanche Peak
21969,2910.0,531.0,2402.0,219.0,211.0,215.0,537.0,Lodgepole Pine,11,Comanche Peak
21970,2968.239846,319.0,20985.0,156.0,245.0,200.0,391.0,Lodgepole Pine,13,Comanche Peak
21971,2839.0,405.8667892607576,3001.0,186.0,186.0,186.0,2897.0,Lodgepole Pine,12,Rawah
21972,3230.0,335.0,579.0,210.0,0.0,91.5,1963.0,Spruce/Fir,33,Neota
21973,2997.47191,234.0,3414.4758082333014,200.0,200.0,200.0,2861.496788722996,Lodgepole Pine,30,Rawah
21974,2985.0,424.0,4350.0,231.0,225.0,228.0,4731.0,Lodgepole Pine,12,Rawah
21975,3010.0,175.0,720.0,215.0,233.0,155.0,1611.0,Spruce/Fir,24,Neota
21976,2317.79373,90.0,658.0,196.0,224.0,168.0,1896.7532467532467,Douglas-fir,6,Cache la Poudre
21977,2409.0,60.0,1050.0,174.0,232.0,198.0,1032.0,Ponderosa Pine,10,Cache la Poudre
21978,3059.0,295.0,3617.5606469002696,248.0,170.0,24.0,2724.968201754386,Spruce/Fir,33,Comanche Peak
21979,3266.0,42.0,1140.0,177.0,251.0,255.0,1642.0,Spruce/Fir,23,Neota
21980,2929.0,2652.0,3645.0,231.0,239.0,140.0,2861.496788722996,Lodgepole Pine,30,Rawah
21981,2997.47191,3144.0,5464.0,196.0,239.0,183.0,4146.0,Lodgepole Pine,29,Rawah
21982,2997.47191,30.0,2192.0,183.0,244.0,213.5,2903.0,Spruce/Fir,29,Rawah
21983,2759.0,182.0,510.0,200.5,249.0,152.0,2169.481012658228,Aspen,29,Rawah
21984,2941.0,3144.0,3617.5606469002696,226.0,211.0,117.0,4657.0,Spruce/Fir,23,Rawah
21985,2880.0,405.8667892607576,3414.4758082333014,210.0,210.0,210.0,2861.496788722996,Lodgepole Pine,29,Rawah
21986,2968.239846,162.0,2048.0,113.0,183.0,43.0,2169.481012658228,Aspen,33,Comanche Peak
21987,3007.0,0.0,3617.5606469002696,162.0,162.0,162.0,1956.0,Spruce/Fir,22,Rawah
21988,2921.0,499.0,1756.0,216.0,248.0,184.0,1100.0,Lodgepole Pine,39,Comanche Peak
21989,3044.0,268.0,1786.0,117.5,179.0,56.0,2724.968201754386,Spruce/Fir,29,Rawah
21990,3153.0,424.0,3414.4758082333014,202.0,244.0,160.0,1831.0,Lodgepole Pine,23,Comanche Peak
21991,2774.0,124.0,1412.0,209.0,191.0,111.0,2575.0,Lodgepole Pine,10,Comanche Peak
21992,2997.47191,30.0,2224.0,200.0,243.0,157.0,3052.0965842167257,Krummholz,23,Rawah
21993,6704.0,405.8667892607576,1124.0,203.0,182.5,162.0,2014.0,Lodgepole Pine,33,Comanche Peak
21994,2649.0,30.0,1892.0,238.0,238.0,119.0,1539.0,Lodgepole Pine,29,Rawah
21995,2975.0,390.0,4895.0,177.0,234.0,198.0,2861.496788722996,Lodgepole Pine,22,Rawah
21996,2975.0,405.8667892607576,1871.0,255.0,253.0,206.0,926.0,Lodgepole Pine,33,Comanche Peak
21997,3028.0,255.0,443.0,134.0,134.0,134.0,1387.0,Lodgepole Pine,32,Comanche Peak
21998,2968.0,90.0,6040.0,224.0,189.0,154.0,3655.0,Lodgepole Pine,12,Rawah
21999,2686.0,469.0,1148.0,232.0,211.0,108.0,2861.496788722996,Lodgepole Pine,12,Rawah
22000,2710.0,30.0,2624.0,216.0,246.0,231.0,2291.0,Lodgepole Pine,30,Rawah
22001,3305.0,382.0,1749.0,231.0,207.0,219.0,2313.0,Spruce/Fir,38,Rawah
22002,2997.47191,420.0,20985.0,184.5,241.0,128.0,2724.968201754386,Spruce/Fir,29,Rawah
22003,3130.0,390.0,1867.0,213.0,231.0,157.0,2581.0,Spruce/Fir,32,Comanche Peak
22004,2949.0,150.0,20985.0,242.0,0.0,112.0,2737.0,Lodgepole Pine,23,Rawah
22005,3295.0,755.0,1718.0,125.0,197.0,53.0,2462.0,Lodgepole Pine,33,Neota
22006,2997.47191,3144.0,2037.0,224.0,240.0,150.0,2861.496788722996,Lodgepole Pine,20,Rawah
22007,3219.634183,212.0,25383.0,244.0,230.0,110.0,1597.0,Spruce/Fir,23,Neota
22008,3368.0,543.0,3120.0,211.0,217.0,214.0,3052.0965842167257,Krummholz,32,Comanche Peak
22009,3222.0,469.0,20985.0,190.0,190.0,190.0,859.0,Spruce/Fir,23,Neota
22010,2987.0,391.0,1756.0,201.0,242.0,179.0,641.0,Lodgepole Pine,31,Comanche Peak
22011,2818.0,218.0,664.0,238.0,230.0,122.0,175.0,Aspen,29,Rawah
22012,3208.0,60.0,1566.0,234.0,183.5,133.0,2561.0,Spruce/Fir,30,Rawah
22013,2259.0,42.0,450.0,171.0,210.0,132.0,511.0,Ponderosa Pine,10,Cache la Poudre
22014,2845.0,0.0,1289.0,0.0,228.0,48.0,1924.0,Spruce/Fir,31,Comanche Peak
22015,2868.0,150.0,3617.5606469002696,184.0,184.0,184.0,1425.0,Spruce/Fir,29,Rawah
22016,3363.0,67.0,2679.0,244.0,244.0,244.0,663.0,Krummholz,31,Comanche Peak
22017,2649.0,30.0,339.0,237.0,237.0,237.0,1451.0,Lodgepole Pine,29,Rawah
22018,2842.0,541.0,560.0,240.0,255.0,255.0,2349.0,Aspen,20,Rawah
22019,3044.0,108.0,2081.0,248.0,255.0,255.0,3550.0,Spruce/Fir,29,Rawah
22020,2652.0,405.8667892607576,3360.0,46.5,0.0,120.0,2352.0,Lodgepole Pine,11,Comanche Peak
22021,2589.0,366.0097813578826,2037.0,192.5,223.0,162.0,1498.0,Ponderosa Pine,17,Comanche Peak
22022,3090.0,30.0,1806.0,221.5,252.0,191.0,474.0,Spruce/Fir,31,Comanche Peak
22023,2592.0,30.0,20985.0,239.0,227.0,117.0,1792.7121820615796,Ponderosa Pine,11,Comanche Peak
22024,2975.0,693.0,1260.0,217.0,206.0,121.0,2568.0,Lodgepole Pine,33,Comanche Peak
22025,2854.0,216.0,3617.5606469002696,255.0,255.0,150.0,1374.0,Spruce/Fir,31,Comanche Peak
22026,2968.239846,3144.0,3948.0,223.0,223.0,223.0,2442.0,Lodgepole Pine,32,Comanche Peak
22027,2603.0,405.8667892607576,765.0,234.0,222.0,119.0,573.0,Lodgepole Pine,29,Rawah
22028,3220.0,60.0,4383.0,208.0,222.0,150.0,2724.968201754386,Spruce/Fir,22,Rawah
22029,3262.0,495.0,3612.0,234.0,234.0,234.0,1950.0,Spruce/Fir,32,Comanche Peak
22030,2922.0,124.0,5076.0,221.5,245.0,198.0,2861.496788722996,Lodgepole Pine,29,Rawah
22031,2997.47191,228.0,2443.0,206.0,229.0,161.0,1065.0,Lodgepole Pine,29,Rawah
22032,2997.47191,516.0,5527.0,226.0,228.0,136.0,5316.0,Spruce/Fir,29,Rawah
22033,2721.0,0.0,1123.0,230.0,230.0,230.0,1415.0,Douglas-fir,20,Comanche Peak
22034,3316.0,720.0,3124.0,161.5,208.0,115.0,2724.968201754386,Spruce/Fir,31,Comanche Peak
22036,2701.0,2652.0,2207.0,221.0,238.0,229.5,607.0,Lodgepole Pine,13,Comanche Peak
22037,2997.47191,324.0,2229.0,227.0,236.0,231.5,1879.0,Lodgepole Pine,12,Rawah
22038,3174.0,60.0,2080.0,0.0,219.0,111.0,2213.0,Spruce/Fir,29,Rawah
22039,3105.0,424.0,845.0,159.5,210.0,109.0,1239.0,Lodgepole Pine,32,Comanche Peak
22040,3249.0,406.43383276945383,1475.0,161.5,220.0,103.0,2595.0,Spruce/Fir,29,Rawah
22041,2317.79373,60.0,124.0,170.0,147.0,94.0,1792.7121820615796,Ponderosa Pine,10,Cache la Poudre
22042,2900.0,30.0,3387.0,187.0,232.0,0.0,1530.0,Spruce/Fir,29,Rawah
22043,2342.0,277.0,258.0,250.0,210.0,79.0,1153.0,Ponderosa Pine,2,Comanche Peak
22044,3069.0,30.0,3260.0,220.0,230.0,146.0,1209.0,Lodgepole Pine,23,Rawah
22045,3015.0,234.0,4952.0,255.0,255.0,255.0,2724.968201754386,Spruce/Fir,29,Rawah
22046,3444.0,768.0,2249.0,237.0,211.0,102.0,3052.0965842167257,Krummholz,39,Rawah
22047,2670.0,624.0,730.0,168.5,225.0,112.0,1792.7121820615796,Ponderosa Pine,11,Comanche Peak
22048,3310.0,430.0,25383.0,214.0,246.0,169.0,1276.0,Lodgepole Pine,32,Comanche Peak
22049,3272.0,0.0,726.0,233.0,255.0,132.0,866.0,Spruce/Fir,32,Neota
22050,3146.0,406.43383276945383,1203.0,255.0,238.0,255.0,1230.0,Spruce/Fir,29,Rawah
22051,3037.0,42.0,3414.4758082333014,197.0,247.0,222.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
22052,2822.0,120.0,2348.0,205.0,254.0,177.0,1643.0,Lodgepole Pine,30,Rawah
22053,6704.0,95.0,268.0,228.0,177.0,67.0,1641.0,Lodgepole Pine,30,Rawah
22054,2814.0,90.0,927.0,219.0,211.0,215.0,2724.968201754386,Spruce/Fir,29,Rawah
22055,2997.47191,525.0,5439.0,185.0,238.0,193.0,2861.496788722996,Lodgepole Pine,29,Rawah
22056,3262.0,636.0,1374.0,175.0,185.0,140.0,1476.0,Krummholz,39,Comanche Peak
22057,2902.0,541.0,3849.0,224.0,255.0,255.0,3267.0,Lodgepole Pine,20,Rawah
22058,2818.0,162.0,3150.0,249.0,186.0,217.5,14188.0,Lodgepole Pine,10,Comanche Peak
22059,3139.0,3144.0,4535.0,197.0,236.0,179.0,3461.0,Spruce/Fir,29,Rawah
22060,2317.79373,295.0,382.0,194.0,204.0,145.0,295.0,Ponderosa Pine,10,Cache la Poudre
22061,2995.0,376.0,4448.0,216.0,210.0,128.0,2036.0,Lodgepole Pine,29,Rawah
22062,3137.0,30.0,2072.0,224.0,239.0,151.0,2610.0,Krummholz,29,Rawah
22063,3024.0,446.0,6254.0,237.0,218.0,110.0,3982.0,Lodgepole Pine,29,Rawah
22064,2317.79373,342.0,1289.0,149.0,201.0,187.0,800.0,Ponderosa Pine,10,Cache la Poudre
22065,2968.239846,474.0,3414.4758082333014,0.0,253.0,198.0,671.0,Lodgepole Pine,13,Comanche Peak
22066,-730.0,30.0,1273.0,186.0,190.0,188.0,787.0,Douglas-fir,10,Cache la Poudre
22067,6704.0,1032.0,3201.0,237.0,189.0,255.0,1003.0,Lodgepole Pine,10,Comanche Peak
22068,3000.0,443.0,2429.0,219.0,215.0,130.0,2861.496788722996,Lodgepole Pine,23,Comanche Peak
22069,2986.0,150.0,832.0,169.0,222.0,116.0,2038.0,Lodgepole Pine,30,Rawah
22070,2801.0,175.0,2982.0,194.0,0.0,182.0,6086.0,Lodgepole Pine,12,Rawah
22071,2966.0,124.0,3603.0,241.0,234.0,118.0,1537.0,Lodgepole Pine,30,Rawah
22072,3266.0,570.0,4441.0,182.0,247.0,203.0,2861.496788722996,Lodgepole Pine,29,Rawah
22073,3540.0,513.0,1470.0,211.0,228.0,154.0,1983.0,Krummholz,23,Neota
22074,3175.0,603.0,3515.0,130.0,130.0,130.0,3598.0,Spruce/Fir,38,Rawah
